0,0
76,0
72,0
75,0
71,0
45,0
54,0
54,0
62,0
56,0
45,0
68,0
64,2
84,0
76,0
36,0
45,0
76,0
23,0
64,2
76,0
98,0
45,0
95,0
23,0
65,0
37,0
86,0
44,0
0,86
73, 0
76, 0
0, 273
-73, 0
-76, 0
-45, 0
-57, 0
-34, 0
-34, 0
-76, 0
-34, 0
-85, 0
-85, 0
-88, 0
-71, 0
-35, 0
-48, 0
-75, 0
-23, 0
-94, 0
-23, 0
-98, 0
-76, 0
-76, 0
-45, 0
-88, 0
-82, 0
-86, 0
-45, 0
-65,0
-37,0
0, 267
-73, 0
-76, 0
0, 273
-73, 0
-76, 0
-45, 0
-65,0
-37,0
-86,0
-44,0
-86,0
-44,0
-47,0
-30,0
-30,0
-76,0
-30,0
-85,0
-85,0
-88,0
-71,0
-35,0
-48,0
-75,0
-23,0
-94,0
-23,0
-98,0
-76,0
-76,0
-45,0
-88,0
-82,0
0, 267
76, 0
76, 0
0, 273
-76, 0
-76, 0
-45, 0
-65,0
-37,0
-86,0
-44,0
-86,0
-44,0
-47,0
-30,0
-30,0
-76,0
-30,0
-85,0
-85,0
-88,0
-71,0
-35,0
-48,0
-75,0
-23,0
-94,0
-23,0
-98,0
-76,0
-76,0
-45,0
-88,0
-82,0
0, 90
76, 0
76, 0
0, 90
-76, 0
-76, 0
-45, 0
-65,0
-37,0
-86,0
-44,0
-86,0
-44,0
-47,0
-30,0
-30,0
-76,0
-30,0
-85,0
-85,0
-88,0
-71,0
-35,0
-48,0
-75,0
-23,0
-94,0
-23,0
-98,0
-76,0
-76,0
-45,0
-88,0
-82,0
0, 256
76, 0
76, 0
0, 275
-76, 0
-76, 0
-45, 0
